,closed_pnl,closed_pnl,trade_value,risk,is_profit
,mean,sum,mean,mean,mean
sentiment,,,,,
Extreme Fear,34.53786207897196,739110.24849,5349.7318429906545,5349.7318429906545,0.370607476635514
Extreme Greed,67.89286133909282,2715171.310673,3112.2515645629123,3112.2515645629123,0.46494298859771954
Fear,54.2903996254993,3357155.441642,7816.109930785776,7816.109930785776,0.42076750165758364
Greed,42.74355948851957,2150129.272951,5736.884375086974,5736.884375086974,0.38482794266743536
Neutral,34.30771839807886,1292920.67555,4782.732661465797,4782.732661465797,0.3969909250119408
